nombre,latitud,longitud,administracion_zonal,parroquia,area_km2,densidad_puntos,nivel_necesidad
MERCADO EL QUINCHE,-0.109817,-78.297767,TUMBACO,EL QUINCHE,130.0,0.1,5
PARQUE LA ESPERANZA,-0.097483,-78.289997,TUMBACO,EL QUINCHE,130.0,0.1,5
PARQUE CENTRAL EL QUINCHE,-0.110783,-78.29711,TUMBACO,EL QUINCHE,130.0,0.1,5
CASA COMUNAL COMUNA CENTRAL,-0.227872,-78.408247,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
CHURULOMA,-0.197278,-78.398106,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
ESTADIO OTON DE VELEZ,-0.116528,-78.346915,TUMBACO,YARUQUI,80.0,0.1875,4
ESTADIO CHINANGACHI,-0.181153,-78.316387,TUMBACO,YARUQUI,80.0,0.1875,4
TUMBACO,-0.215477,-78.409495,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
PARQUE LA PRIMAVERA,-0.213958,-78.425052,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
PARADA DE BUSES CUENDINA,-0.375845,-78.486513,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
ESCUELA RAFAEL ARMIJOS,-0.30716,-78.438309,LOS CHILLOS,ALANGASI,40.0,0.55,4
PLATAFORMA SUR,-0.2918,-78.3988,QUITUMBE,QUITUMBE,10.0,6.2,2
CANCHA LA MERCED,-0.293964,-78.400151,LOS CHILLOS,LA MERCED,1.5,7.333333333333333,1
PLAZA GASTRONOMICA LA MERCED,-0.293139,-78.405111,LOS CHILLOS,LA MERCED,1.5,7.333333333333333,1
IGLESIA CHAUPITENA,-0.3382,-78.4818,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
COLISEO CONOCOTO,-0.2919,-78.474,LOS CHILLOS,CONOCOTO,50.0,0.72,3
PATIO DE COMIDAS CONOCOTO,-0.2934,-78.4757,LOS CHILLOS,CONOCOTO,50.0,0.72,3
LIGA BARRIAL SALVADOR CELI,-0.2552,-78.4751,LOS CHILLOS,CONOCOTO,50.0,0.72,3
ESCUELA CALICUCHIMA ALANGASI,-0.324427,-78.417384,LOS CHILLOS,ALANGASI,40.0,0.55,4
COLEGIO NACIONAL ATAHUALPA,-0.3727,-78.5032,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
GAD PINTAG,-0.371703,-78.37379,LOS CHILLOS,PINTAG,544.0,0.03125,5
LA PLAZUELA PINTAG,-0.3718,-78.3748,LOS CHILLOS,PINTAG,544.0,0.03125,5
SENDERO SEGURO EL TINGO,-0.2866,-78.4406,LOS CHILLOS,ALANGASI,40.0,0.55,4
PARADA DE BUSES COCHAPAMBA,-0.1596,-78.5049,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
PARQUE DE LA FLORIDA,-0.1442,-78.4945,EUGENIO ESPEJO,LA CONCEPCION,2.5,4.8,2
PARQUE DE LOS ARUPOS,-0.1463,-78.4966,EUGENIO ESPEJO,LA CONCEPCION,2.5,4.8,2
CANCHA ATUCUCHO,-0.126441,-78.509495,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
ATUCUCHO,-0.128448,-78.51144,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
PARQUE AMAGASI DEL INCA,-0.1371,-78.4574,EUGENIO ESPEJO,SAN ISIDRO DEL INCA,7.0,1.5714285714285714,3
PARQUE SAN FRANCISCO DE TANDA,-0.1807,-78.4379,EUGENIO ESPEJO,NAYON,20.0,0.3,4
PARQUE 6 DE JULIO,-0.127922,-78.462829,EUGENIO ESPEJO,SAN ISIDRO DEL INCA,7.0,1.5714285714285714,3
PARQUE TORTUGA,-0.1665,-78.4798,EUGENIO ESPEJO,JIPIJAPA,4.5,2.2222222222222223,3
CASA BARRIAL SANTA ANA,-0.1427,-78.5045,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
PARQUE COFAVI,-0.1326,-78.4849,EUGENIO ESPEJO,KENNEDY,3.0,5.0,2
PARQUE DOLOROSA,-0.127474,-78.487923,EUGENIO ESPEJO,KENNEDY,3.0,5.0,2
CENTRO DE SALUD LA RUMIÑAHUI,-0.1262,-78.4873,EUGENIO ESPEJO,KENNEDY,3.0,5.0,2
CANCHA RUMIÑAHUI BAJA,-0.125,-78.4868,EUGENIO ESPEJO,KENNEDY,3.0,5.0,2
PARQUE LA CAMPIÑA DEL INCA,-0.143181,-78.454578,EUGENIO ESPEJO,SAN ISIDRO DEL INCA,7.0,1.5714285714285714,3
PARQUE JARDINES DEL INCA,-0.1466,-78.4478,EUGENIO ESPEJO,SAN ISIDRO DEL INCA,7.0,1.5714285714285714,3
PARQUE EL TABLON,-0.1469,-78.4521,EUGENIO ESPEJO,SAN ISIDRO DEL INCA,7.0,1.5714285714285714,3
LIGA DEPORTIVA LA LUZ,-0.1479,-78.4774,EUGENIO ESPEJO,KENNEDY,3.0,5.0,2
CASA COMUNAL LA ISLA,-0.1925,-78.5015,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PARQUE PAMBACHUPA,-0.193021,-78.50836,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PARQUE EL TRIGAL,-0.177967,-78.507714,EUGENIO ESPEJO,RUMIPAMBA,4.5,2.0,3
UPC BELLAVISTA,-0.1873,-78.4734,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
TROLE CUERO Y CAICEDO SUR,-0.191241,-78.493134,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
TROLE MARIA DE JESUS NORTE,-0.188769,-78.492234,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
TROLE EL FLORON NORTE,-0.185185,-78.490758,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
TROLE LA Y SUR,-0.171,-78.4875,EUGENIO ESPEJO,RUMIPAMBA,4.5,2.0,3
UPC WILSON,-0.2048,-78.4897,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
PARQUE JACINTO JIJON Y CAAMAÑO,-0.23,-78.5086,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
CANCHA EUGENIO ESPEJO,-0.2147,-78.5327,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
LIGA BARRIAL EL AUQUI DE MONJAS,-0.2307,-78.4768,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PARQUE MARIA GUADALUPE,-0.242773,-78.478472,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PARQUE PALUCO,-0.22322,-78.489223,MANUELA SAENZ,PUENGASI,15.0,3.2,3
CANCHA LA GUADALUPANA,-0.219613,-78.482223,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
CANCHA WAYCO,-0.219507,-78.486872,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE TOLA BAJA,-0.227264,-78.500917,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE EL PLACER,-0.2152,-78.5215,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
CANCHA EUGENIO ESPEJO,-0.2147,-78.5199,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
LIGA DEPORTIVA LA CHORRERA,-0.208683,-78.525752,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
LIGA BARRIAL RODRIGO PAZ,-0.214,-78.532,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
CANCHAS SANTA LUCIA,-0.23045,-78.529353,MANUELA SAENZ,LA LIBERTAD,2.0,7.0,1
CASA BARRIAL NUEVOS HORIZONTES,-0.319866,-78.570876,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
LIGA BARRIAL ORQUIDEAS DEL SUR,-0.312611,-78.524139,QUITUMBE,QUITUMBE,10.0,6.2,2
MERCADO DE GUAMANI,-0.331292,-78.553104,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE CIUDADELA DEL EJERCITO,-0.3062,-78.5539,QUITUMBE,QUITUMBE,10.0,6.2,2
CANCHAS PUEBLO UNIDO ALTO,-0.300402,-78.529314,QUITUMBE,QUITUMBE,10.0,6.2,2
CANCHAS VIRGEN DEL QUINCHE,-0.303327,-78.53488,QUITUMBE,QUITUMBE,10.0,6.2,2
CANCHAS UNIDOS POR EL PROGRESO,-0.3039,-78.5415,QUITUMBE,QUITUMBE,10.0,6.2,2
CANCHAS DEFENSORES DEL TRABAJO MUNICIPAL,-0.297717,-78.571576,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE DE GUAMANI,-0.342664,-78.555823,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
UPC PARQUE INDUSTRIAL,-0.3488,-78.5388,QUITUMBE,TURUBAMBA,6.0,9.0,1
LIGA DE DEPORTIVA COLINAS DEL SUR,-0.290539,-78.575271,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
CANCHA LIGA SANTA ANA DE CHILLOGALLO,-0.2801,-78.5614,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE ALBORADA DE LA PAZ,-0.05665,-78.434055,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE REINA DEL CISNE,-0.055786,-78.431316,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE CENTINELA DE CALDERON,-0.070889,-78.429528,CALDERON,CALDERON,30.0,4.566666666666666,2
COLEGIO REPLICA MONTUFAR,-0.0686,-78.4516,CALDERON,CALDERON,30.0,4.566666666666666,2
SUBESTACION POMASQUI,-0.072639,-78.450306,CALDERON,CALDERON,30.0,4.566666666666666,2
CENTRO DE SALUD SAN JOSE DE MORAN,-0.081917,-78.438543,CALDERON,CALDERON,30.0,4.566666666666666,2
CANCHA ZABALA,-0.080473,-78.4138,CALDERON,CALDERON,30.0,4.566666666666666,2
CANCHAS CASA TUYA,-0.113709,-78.431957,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE CAPULIES,-0.089247,-78.415103,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE SAN JUAN DE CALDERON,-0.067264,-78.432029,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE UTILCAR,-0.091113,-78.424034,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE ALVARO PAMBA,-0.135923,-78.435512,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
MERCADO COPROCARCHI,-0.099949,-78.437837,CALDERON,CALDERON,30.0,4.566666666666666,2
CANCHA NUEVA GENERACION,-0.071302,-78.414284,CALDERON,CALDERON,30.0,4.566666666666666,2
CANCHA BELLAVISTA ALTA,-0.045,-78.4174,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE CARAPUNGO,-0.100885,-78.453137,CALDERON,CALDERON,30.0,4.566666666666666,2
CARCELEN,-0.083801,-78.468755,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
ESTADIO DE POMASQUI,-0.053771,-78.455571,LA DELICIA,POMASQUI,8.0,2.5,3
CASA DE LA JUVENTUD,-0.0089,-78.4506,LA DELICIA,SAN ANTONIO,80.0,0.3,4
HACIENDA CATZUQUI ALARCON,-0.0634,-78.516527,CHOCO ANDINO,NONO,230.0,0.013043478260869565,5
CANCHA DEL FLAMENGO,-0.0765,-78.4589,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
UPC CARCELEN BAJO,-0.0744,-78.4617,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
PARQUE CENTRAL,-0.083075,-78.475456,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
CANCHAS LA ROLDOS,-0.0864,-78.5067,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
CANCHA MENA DEL HIERRO,-0.111748,-78.50714,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE COTOCOLLAO,-0.112327,-78.498902,LA DELICIA,COTOCOLLAO,10.0,1.8,3
PARQUE ARGELIA ALTA,-0.2852,-78.5233,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
PARQUE EL CALZADO,-0.257038,-78.529996,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
PARQUE ORIENTE QUITEÑO,-0.272729,-78.511186,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
CDI RINCONCITOS ENCANTADOS,-0.2778,-78.5169,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
LIGA BARRIAL LA ARGELIA,-0.27808,-78.521358,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
MERCADO QUITO SUR,-0.2601,-78.5315,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
JARDIN DEL OESTE,-0.238076,-78.544895,ELOY ALFARO,CHILIBULO,5.0,5.2,2
PARQUE SANTIAGO ALTO,-0.247174,-78.544297,ELOY ALFARO,CHILIBULO,5.0,5.2,2
LIGA BARRIAL 4 DE DICIEMBRE,-0.2446,-78.5398,ELOY ALFARO,CHILIBULO,5.0,5.2,2
LIGA SAN PATRICIO DE PUENGASI,-0.254044,-78.502662,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
PARQUE CIUDADELA EL RECREO,-0.262435,-78.522066,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
PARQUE CIUDADELA MONTUFAR,-0.2417,-78.509,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
TROLE QUIMIAG,-0.274686,-78.540034,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
CENTRO DE SALUD CHIRIYACU BAJO,-0.2483,-78.5123,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
ESTADIO COMUNA CENTRAL TUMBACO,-0.2292,-78.4091,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
COMUNA LEOPOLDO CHAVEZ,-0.230995,-78.403347,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
DISTRITO DE EDUCACION PIFO,-0.2281,-78.344,TUMBACO,PIFO,100.0,0.13,4
INGRESO A PIFO,-0.2236,-78.3411,TUMBACO,PIFO,100.0,0.13,4
PARADA PIFO 2,-0.220778,-78.338595,TUMBACO,PIFO,100.0,0.13,4
PARADA ENTRADA SAN CARLOS YARUQUI,-0.176177,-78.32819,TUMBACO,YARUQUI,80.0,0.1875,4
SAN VICENTE,-0.1655,-78.3235,TUMBACO,YARUQUI,80.0,0.1875,4
COLEGIO YARUQUI,-0.158139,-78.321194,TUMBACO,YARUQUI,80.0,0.1875,4
COLISEO EL QUINCHE,-0.1114,-78.2935,TUMBACO,EL QUINCHE,130.0,0.1,5
COLEGIO CARDENAL DE LA TORRE,-0.1119348,-78.2984144,TUMBACO,EL QUINCHE,130.0,0.1,5
MERCADO YARUQUI,-0.163135,-78.321292,TUMBACO,YARUQUI,80.0,0.1875,4
ESCUELA PATRICIO ESPINOZA,-0.237889,-78.540111,ELOY ALFARO,CHILIBULO,5.0,5.2,2
YUNGUILLA,0.024371,-78.555817,CHOCO ANDINO,CALACALI,100.0,0.06,5
PARQUE SAN JOSE DE CHILIBULO,-0.2397,-78.541,ELOY ALFARO,CHILIBULO,5.0,5.2,2
LA COMUNA,-0.189528,-78.510861,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
CASA BARRIAL NEPTALI JARRIN,-0.2604,-78.4521,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
PLAZA BELMONTE,-0.218796,-78.505276,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PARADA QUICENTRO SUR,-0.284167,-78.543139,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE TURUBAMBA,-0.3149,-78.5611,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE VISTA HERMOSA,-0.044986,-78.430979,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE BALCONES DE MORAN,-0.08215,-78.43519,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE BRISAS DEL NORTE,-0.081571,-78.443699,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE BUENA VISTA,-0.056985,-78.4354,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE SAN PEDRO,-0.110421,-78.439087,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE EDEN 03,-0.050587,-78.429882,CALDERON,CALDERON,30.0,4.566666666666666,2
CASA COMUNAL NUEVO AMANECER,-0.0782,-78.4419,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE SAN FRANCISCO,-0.083817,-78.44618,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE EL BELEN,-0.063229,-78.435105,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE CANCHAS HERNANDO PARRA,-0.106199,-78.454285,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE SAN LUIS,-0.097385,-78.445058,CALDERON,CALDERON,30.0,4.566666666666666,2
BELLAVISTA DE CALDERON,-0.066444,-78.417064,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE CENTINELA DEL SUR,-0.06982,-78.429272,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE COLINAS DEL SOL,-0.045967,-78.431944,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE BLANQUITA MURGUEYTIO,-0.102739,-78.424934,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE B5,-0.0946,-78.4509,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE COLLAS 2,-0.092162,-78.419684,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE MARIANAS 4000,-0.07609,-78.42849,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE SEMILLAS,-0.106835,-78.415831,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE SAN JOSE DE MORAN,-0.084687,-78.435463,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE TARQUI,-0.100025,-78.420073,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE LOS NARDOS,-0.065727,-78.412096,CALDERON,CALDERON,30.0,4.566666666666666,2
CASA BARRIAL BARRIO 24 DE JULIO,-0.249274,-78.544368,ELOY ALFARO,CHILIBULO,5.0,5.2,2
PARQUE LA BALACERA,-0.247228,-78.540024,ELOY ALFARO,CHILIBULO,5.0,5.2,2
PARQUE BARRIO 9 DE JULIO,-0.246229,-78.502303,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
CASA BARRIAL BARRIO LA LORENA,-0.243923,-78.544173,ELOY ALFARO,CHILIBULO,5.0,5.2,2
PARQUE LOS LIBERTADORES,-0.242581,-78.536657,ELOY ALFARO,CHILIBULO,5.0,5.2,2
CASA BARRIAL 29 DE MAYO,-0.245215,-78.583442,ELOY ALFARO,LLOA,260.0,0.019230769230769232,5
CASA BARRIAL EL PARAISO,-0.2342,-78.5408,ELOY ALFARO,CHILIBULO,5.0,5.2,2
PARQUE PEDRO CEVALLOS GUAYASAMIN,-0.24524,-78.504963,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
CANCHAS DE USO MULTIPLE NECOCHEA,-0.234857,-78.523362,ELOY ALFARO,LA MAGDALENA,3.8,5.0,2
PARQUE JARAMILLO ARTEAGA,-0.245,-78.5085,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
PARQUE 5 DE FEBRERO,-0.263634,-78.556405,ELOY ALFARO,LA MENA,4.0,6.25,2
CASA BARRIAL NEPTALI JARRIN,-0.2604,-78.507141,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
CENTRO CULTURAL SAN CARLOS DEL SUR,-0.283965,-78.512109,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
PARQUE SECTORES ALTOS DE LA FERROVIARIA,-0.264269,-78.510111,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
PARQUE MIRADOR ALTO DE LA ARGELIA,-0.282713,-78.525777,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE TRÃNSITO AMAGUAÑA,-0.272338,-78.534033,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
FERROVIARIA BAJA,-0.253319,-78.515319,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
MERCADO EL CALZADO,-0.254614,-78.52928,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
PARQUE DE LA VIRGEN,-0.272705,-78.54152,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
PARQUE FORESTAL,-0.254846,-78.504031,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
UPC GUAJALO,-0.289192,-78.537812,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
PARQUE BARRIO SALAZAR GOMEZ,-0.26016,-78.51922,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
PARQUE SAN BARTOLO,-0.26727,-78.528323,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
PARQUE SAN BARTOLO ALTO,-0.275796,-78.513403,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
CENTRO CULTURAL SAN LUIS DE MIRA VALLE,-0.276625,-78.5061,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
PARQUE SANTA BARBARA BAJA,-0.270266,-78.553463,ELOY ALFARO,LA MENA,4.0,6.25,2
CASA BARRIAL ENRIQUE GARCES,-0.27371,-78.530189,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
PARQUE REINO DE QUITO,-0.254918,-78.561594,ELOY ALFARO,LA MENA,4.0,6.25,2
PARQUE CRISTO REY,-0.266126,-78.563559,ELOY ALFARO,LA MENA,4.0,6.25,2
TROLE LA COLON NORTE,-0.197734,-78.495865,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
ECOVIA RIO COCA,-0.163943,-78.472908,EUGENIO ESPEJO,JIPIJAPA,4.5,2.2222222222222223,3
PARQUE EL ROSARIO,-0.124982,-78.492767,EUGENIO ESPEJO,LA CONCEPCION,2.5,4.8,2
ESTADIO LA CONCEPCION,-0.063377,-78.353042,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
ECOVIA GALO PLAZA,-0.20692,-78.493553,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
PARQUE ANDALUCIA,-0.139645,-78.497238,EUGENIO ESPEJO,LA CONCEPCION,2.5,4.8,2
SUBCENTRO DE SALUD LA PULIDA,-0.138253,-78.508872,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
PARQUE GRANDA CENTENO,-0.171731,-78.493851,EUGENIO ESPEJO,RUMIPAMBA,4.5,2.0,3
PARQUE LA ROLDOS,-0.085353,-78.50748,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE SAN LUIS,-0.121646,-78.515072,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE SHIRYS,-0.007321,-78.45566,LA DELICIA,SAN ANTONIO,80.0,0.3,4
PARQUE CARCELEN BAJO,-0.07669,-78.46289,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
PARQUE INFANTIL PASAJE 3,-0.075989,-78.456981,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
SENDERO SEGURO LA ROLDOS 1,-0.085162,-78.512722,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
SENDERO SEGURO LA ROLDOS 3,-0.085298,-78.512364,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
CANCHA CARCELEN BAJO,-0.076603,-78.464538,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
PARADA DE BUS PUSUQUI,-0.066497,-78.466126,LA DELICIA,POMASQUI,8.0,2.5,3
PARQUE DE LA UNION,0.000856,-78.437476,LA DELICIA,SAN ANTONIO,80.0,0.3,4
PARQUE CIUDADELA THOMAS,-0.116377,-78.501297,LA DELICIA,COTOCOLLAO,10.0,1.8,3
SENDERO SEGURO LA ROLDOS 2,-0.085198,-78.513799,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE SAN JOSE DEL CONADO,-0.11006,-78.491725,LA DELICIA,PONCEANO,6.0,2.0,3
SENDERO SEGURO UDLA,-0.202746,-78.485427,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
MERCADO DE ALANGASI,-0.307432,-78.416673,LOS CHILLOS,ALANGASI,40.0,0.55,4
PARQUE 6 DE JUNIO CONOCOTO,-0.312906,-78.479033,LOS CHILLOS,CONOCOTO,50.0,0.72,3
MERCADO LA HOSPITALARIA CONOCOTO,-0.279242,-78.473987,LOS CHILLOS,CONOCOTO,50.0,0.72,3
UNIDAD EDUCATIVA LOS CHILLOS AMAGUAÑA,-0.379762,-78.49492,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
CANCHA BUENA VISTA,-0.199311,-78.477487,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE LA TOLITA,-0.204321,-78.476742,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
CASA BARRIAL BARRIO SAN JUAN,-0.210668,-78.511339,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
PARQUE SAN JUANITO,-0.23821,-78.486305,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PARQUE LA INDEPENDENCIA,-0.209661,-78.515672,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
CENTRO INFANTIL GUEVARA MAYORGA,-0.217974,-78.521032,MANUELA SAENZ,LA LIBERTAD,2.0,7.0,1
PARADA DE METRO EL EJIDO,-0.209429,-78.496601,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
LA ECUATORIANA,-0.294269,-78.56732,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE NESTOR ROMERO,-0.304042,-78.561643,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE LA INDEPENDENCIA,-0.301508,-78.574586,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE BARRIO LOS JAZMINES,-0.328314,-78.543679,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE MARIA AUXILIADORA,-0.295098,-78.570265,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
EMPRESA DE RASTRO,-0.319922,-78.563914,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
METRO QUITUMBE,-0.294377,-78.555728,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE BARRIO LA BARBA,-0.333663,-78.547902,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE 4 DE AGOSTO,-0.29149,-78.562151,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
ECOVIA OTOYA,-0.298761,-78.546765,QUITUMBE,QUITUMBE,10.0,6.2,2
ECOVIA QUILLALLACTA,-0.298006,-78.549868,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE BARRIO BLANQUEADO LA BALVINA,-0.302063,-78.543078,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE BARRIO HOSPITAL NRO 1,-0.305798,-78.530612,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE LINEAL MANUELA CAÑ‘IZAREZ,-0.274699,-78.5667,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE BELLAVISTA DEL SUR,-0.292345,-78.562512,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE EL TIEMPO,-0.283407,-78.555059,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
CANCHAS MIRADOR DE SAN JUAN DE TURUBAMBA,-0.353796,-78.527741,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE EL ROCIO,-0.339065,-78.560888,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE LA ESPERANZA,-0.339828,-78.564105,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
