nombre,lat,lng,az,parroquia
PARQUE CENTRAL LA CAPILLA CALDERON,-0.1145884,-78.4129771,CALDERON,CALDERON
PARQUE LINEAL BICENTENARIO1,-0.0666401,-78.4532192,CALDERON,CALDERON
UPC SANTA ISABEL,-0.3422,-78.4797, LOS CHILLOS,AMAGUAÑA
COCHAPAMBA,-0.1584762,-78.504036, EUGENIO ESPEJO ,COCHAPAMBA
ECOVIA CASADELACULTURA,-0.211644,-78.4961512, MANUELA SAENZ,ITCHIMBIA
DIVERSIDADES,-0.2611634,-78.5235514,ELOY ALFARO,SAN BARTOLO
COMITE PROMEJORAS BUENAVENTURA ALTA,-0.2791442,-78.5858267,QUITUMBE,CHILLOGALLO
TUMBACO,-0.2121,-78.4049, TUMBACO,TUMBACO
COTOCOLLAO,-0.1106748,-78.4996276, LA DELICIA ,COTOCOLLAO
PARQUE SUCRE,-0.22,-78.5001, MANUELA SAENZ,ITCHIMBIA
CASA SOMOS SAN DIEGO,-0.223874718,-78.5214920044, MANUELA SAENZ,CENTRO HISTORICO
PARQUE SAUSALITO,-0.304,-78.4869, LOS CHILLOS,CONOCOTO
CALDERON,-0.1002875,-78.4211765,CALDERON,CALDERON
ATAHUALPA,-0.2490028,-78.5276064,ELOY ALFARO,LA MAGDALENA
LLOA,-0.2476875,-78.5826647,ELOY ALFARO,LLOA
PARQUE PASAJE J CARAPUNGO,-0.110657,-78.466017, LA DELICIA ,COMITE DEL PUEBLO
CASA DEL ADULTO MAYOR CALACALI,0.001069,-78.5154606,CHOCO ANDINO,CALACALI
CASA SOMOS TOCTIUCO,-0.208005473,-78.5228729248, MANUELA SAENZ,SAN JUAN
CHILLOGALLO,-0.275939,-78.553182,ELOY ALFARO,LA MENA
PIFO,-0.2253216,-78.3371159, TUMBACO,PIFO
INFOCENTRO ATAHUALPA,-0.1339172,-78.3776584, TUMBACO,PUEMBO
SAN JOSE DE MONJAS,-0.2323483,-78.49372, MANUELA SAENZ,PUENGASI
SAN ANTONIO DE PICHINCHA,-0.0023732,-78.4501093, LA DELICIA ,SAN ANTONIO
ZAMBIZA,-0.148018,-78.440879, EUGENIO ESPEJO ,ZAMBIZA
BELLAVISTA,-0.1876271,-78.4734125, EUGENIO ESPEJO ,IÑAQUITO
SOLANDA,-0.268513,-78.542904,ELOY ALFARO,SOLANDA
COMPLEJO DEPORTIVO SANTA ROSA,-0.380425,-78.4816, LOS CHILLOS,AMAGUAÑA
CASA SOMOS FERROVIARIA,-0.262961,-78.514818,ELOY ALFARO,LA FERROVIARIA
COCOTOC,-0.139745,-78.426, EUGENIO ESPEJO ,ZAMBIZA
CHILIBULO,-0.241936,-78.546573,ELOY ALFARO,CHILIBULO
NAYON,-0.156394,-78.4396048, EUGENIO ESPEJO ,NAYON
ROLDOS PISULI,-0.0855709,-78.5100889, LA DELICIA ,EL CONDADO
CARCELEN BAJO,-0.0772486,-78.4627151, LA DELICIA ,CARCELEN
SAN BARTOLO,-0.2681333,-78.5281967,ELOY ALFARO,SAN BARTOLO
CHIRIYACU,-0.247004,-78.518124,ELOY ALFARO,CHIMBACALLE
CARCELEN ALTO,-0.0887488,-78.4696013, LA DELICIA ,CARCELEN
CANCHA VIRGEN DE LOURDES,-0.2878483,-78.4079467, LOS CHILLOS,LA MERCED
UPC SAN MARCOS ARGELIA,-0.272549,-78.523756,ELOY ALFARO,LA ARGELIA
PUENGASI,-0.2547615,-78.4872541, MANUELA SAENZ,PUENGASI
GUAPULO,-0.1965103,-78.4753252, MANUELA SAENZ,ITCHIMBIA
POMASQUI,-0.057236,-78.454299, LA DELICIA ,POMASQUI
CEDOC GUAMANI,-0.34114,-78.56012,QUITUMBE,GUAMANI
CENTRO HISTORICO,-0.2307127,-78.5154988, MANUELA SAENZ,CENTRO HISTORICO
PARQUE EQUINOCCIAL POMASQUI,-0.0403206,-78.4460094, LA DELICIA ,POMASQUI
PATRONATO SAN JOSE,-0.2207731456,-78.5183258057, MANUELA SAENZ,CENTRO HISTORICO
PARQUE LINEAL CALDERON,-0.099,-78.4361,CALDERON,CALDERON
PARQUE CARDENAL DE LA TORRE,-0.2605597,-78.535764507,ELOY ALFARO,SAN BARTOLO
TERMINAL TERRESTRE QUITUMBE,-0.295308,-78.554848,QUITUMBE,QUITUMBE
PARQUE SAUSALITO,-0.3032,-78.4836, LOS CHILLOS,CONOCOTO
PARQUE DE LA MUJER 2,-0.1850413,-78.4981634, EUGENIO ESPEJO ,RUMIPAMBA
PARQUE LA PUNTILLA CALDERON,-0.08866,-78.4511,CALDERON,CALDERON
CASA SOMOS SAN MARCOS,-0.2248149216,-78.5088729858, MANUELA SAENZ,CENTRO HISTORICO
AV. PATRIA,-0.207571,-78.497865, MANUELA SAENZ,ITCHIMBIA
PARQUE PLAZA CIVICA,-0.096011,-78.452755,CALDERON,CALDERON
TROLE PLAZA DE TOROS,-0.1620266,-78.4856111, EUGENIO ESPEJO ,JIPIJAPA
CASA SOMOS SANTA ANA,-0.2378903231,-78.5196546976,ELOY ALFARO,LA MAGDALENA
UPC LUCHA DE LOS POBRES MEDIA,-0.287126,-78.531052,ELOY ALFARO,LA ARGELIA
CASA SOMOS ROLDOS PISULI,-0.0854898,-78.5098486, LA DELICIA ,EL CONDADO
PLAZA QUITUMBE,-0.2950494,-78.5457516,QUITUMBE,QUITUMBE
CANCHAS DEPORTIVAS CENTRO DE SALUD,-0.273362,-78.518394,ELOY ALFARO,LA ARGELIA
PARQUE BILOXI,-0.2558083,-78.5461149,ELOY ALFARO,LA MENA
PARQUE EL EJIDO 1,-0.2103392,-78.5005455, MANUELA SAENZ,ITCHIMBIA
PARQUE LLANO GRANDE,-0.123499,-78.427204,CALDERON,CALDERON
PARQUE EL CAMPAMENTO,-0.1807418,-78.3735067, TUMBACO,PUEMBO
UNIDAD EDUCATIVA PICHINCHA,-0.208406,-78.520025, MANUELA SAENZ,SAN JUAN
CASA COMUNAL GUAMANI ALTO,-0.329179,-78.557003,QUITUMBE,GUAMANI
SAN JOSE OBRERO,-0.11497,-78.5186417, LA DELICIA ,EL CONDADO
ULTIMA PARADA DE BUSES COCOTOG,-0.140383,-78.411515, EUGENIO ESPEJO ,ZAMBIZA
TROLE JEFFERSON PEREZ,-0.2353,-78.5143,ELOY ALFARO,CHIMBACALLE
PARQUE CUMANDA,-0.2290655,-78.5105437, MANUELA SAENZ,CENTRO HISTORICO
ESTACION MULTIMODAL EL LABRADOR,-0.1545401,-78.4879657, EUGENIO ESPEJO ,LA CONCEPCION
PARQUE SANTA ISABEL LOS CHILLOS,-0.339731,-78.48798, LOS CHILLOS,AMAGUAÑA
PLAZA CIVICA DE CARAPUNGO,-0.0975,-78.4531,CALDERON,CALDERON
PARQUE DE LA MENA 2,-0.2503675,-78.5544663,ELOY ALFARO,LA MENA
CASA BARRIAL VISTA HERMOSA,-0.0851444,-78.5149111, LA DELICIA ,EL CONDADO
SAN JOSE OBRERO,-0.1160567,-78.5186283, LA DELICIA ,EL CONDADO
PARQUE SAN CARLOS,-0.129733,-78.502875, EUGENIO ESPEJO ,LA CONCEPCION
PARQUE LUCIANO ANDRADE MARIN,-0.125815,-78.498255, LA DELICIA ,COTOCOLLAO
PARQUE SAN JOSE LA MAGDALENA,-0.2447156,-78.5271051,ELOY ALFARO,LA MAGDALENA
PARQUE EL CALZADO,-0.255165,-78.5256233,ELOY ALFARO,SAN BARTOLO
BOULEVARD COCOTOG,-0.138641,-78.4319517,CALDERON,LLANO CHICO
UNIDAD EDUCATIVA 10 DE AGOSTO,-0.212616,-78.511522, MANUELA SAENZ,SAN JUAN
ESTADIO DE PUEMBO,-0.180763,-78.3617767, TUMBACO,PUEMBO
ESCUELA PABLO NERUDA,-0.256839,-78.556124,ELOY ALFARO,LA MENA
PLAZA QUITUMBE,-0.29349,-78.547694,QUITUMBE,QUITUMBE
PARQUE PUERTAS DEL SOL,-0.1111155,-78.4643831, LA DELICIA ,COMITE DEL PUEBLO
GAD CALDERON,-0.077218,-78.43277,CALDERON,CALDERON
CENTRO COMERCIAL EL TEJAR,-0.215412,-78.5157, MANUELA SAENZ,SAN JUAN
CANCHA CHILLOGALLO,-0.2813622,-78.5546946,QUITUMBE,CHILLOGALLO
MIRADOR CARAPUNGO ALTO,-0.3600383,-78.511505, LOS CHILLOS,AMAGUAÑA
PARQUE LA ISLA,-0.1917976,-78.5028896,LA MARISCAL,BELISARIO QUEVEDO
PARQUE DE LAS DIVERSIDADES,-0.2610944,-78.525215,ELOY ALFARO,SAN BARTOLO
AV. PATRIA,-0.2066472,-78.4985744,LA MARISCAL,MARISCAL SUCRE
ECOVIA GUAMANI,-0.3398,-78.5494,QUITUMBE,GUAMANI
PLAZA DE LOS RITUALES,-0.3833363,-78.5101082, LOS CHILLOS,AMAGUAÑA
ESCUELA AFRASER,-0.3072836,-78.3975367, LOS CHILLOS,LA MERCED
CENTRO DE SALUD NUEVA AURORA,-0.2260872,-78.5316781, MANUELA SAENZ,LA LIBERTAD
CANCHAS LA BALVINA,-0.365404,-78.476824, LOS CHILLOS,AMAGUAÑA
TROLE CHIMBACALLE,-0.2385789,-78.5163988,ELOY ALFARO,LA MAGDALENA
UEM CALDERON,-0.0761405,-78.4169646,CALDERON,CALDERON
LIGA BARRIAL MONTESERRIN FLQ,-0.160317,-78.4574619, EUGENIO ESPEJO ,JIPIJAPA
TROLE AJAVI,-0.2685858,-78.5338019,ELOY ALFARO,SOLANDA
ESTADIO DE LIGA BARRIAL COLINAS,-0.0975032,-78.5141368, LA DELICIA ,EL CONDADO
PARQUE PIO JARAMILLO ALVARADO,-0.1411062,-78.4757562, EUGENIO ESPEJO ,KENNEDY
PARQUE SANTA LUCIA,-0.226562,-78.531597, MANUELA SAENZ,LA LIBERTAD
CASA SOMOS CARAPUNGO,-0.0897935,-78.4525298,CALDERON,CALDERON
PARQUE LINEAL BICENTENARIO4,-0.0586731,-78.4523052,CALDERON,CALDERON
PARQUE ECOLOGICO SANTA ANA 2,-0.241617,-78.520031,ELOY ALFARO,LA MAGDALENA
CAPILLA SAN JOSE DE POMASQUI,-0.0584684,-78.465693, LA DELICIA ,POMASQUI
CANCHA LA VICTORIA,-0.366005,-78.4766483, LOS CHILLOS,AMAGUAÑA
PARQUE JULIO ANDRADE,-0.202192,-78.496162,LA MARISCAL,MARISCAL SUCRE
ESCUELA 29 DE JUNIO RUMICUCHO,0.0121414,-78.433332, LA DELICIA ,SAN ANTONIO
CIUDADELA BICENTENARIO,-0.061698,-78.452894,CALDERON,CALDERON
LIGA BARRIAL SAN ENRIQUE DE VELASCO,-0.10192,-78.508343, LA DELICIA ,EL CONDADO
PARQUE CENTRAL DE TUMBACO,-0.212896,-78.405375, TUMBACO,TUMBACO
PARQUE DE MATILDE ALVAREZ SISA,-0.341763,-78.549053,QUITUMBE,GUAMANI
COLEGIO NACIONAL GONZALO ESCUDERO,-0.2712867,-78.523185,ELOY ALFARO,LA ARGELIA
PARQUE CENTRAL DE PINTAG,-0.37114,-78.375533, LOS CHILLOS,PINTAG
PARQUE SAN JUAN DE CALDERON,-0.0606598,-78.4264737,CALDERON,CALDERON
PARADA CAMIONETAS CUENDINATRANS,-0.3780111969,-78.4872512817, LOS CHILLOS,AMAGUAÑA
TROLE ESPAÑA,-0.2579741,-78.5297956,ELOY ALFARO,SAN BARTOLO
CASA COMUNAL CALDERON,-0.105569,-78.420036,CALDERON,CALDERON
PARQUE CARAPUNGO,-0.089368,-78.450792,CALDERON,CALDERON
AV. PATRIA,-0.209032,-78.494763,LA MARISCAL,MARISCAL SUCRE
AREA VERDE EL ARBOLITO DE GUABA,-0.385235,-78.5124033, LOS CHILLOS,AMAGUAÑA
BELLAVISTA,-0.19036,-78.4711217, EUGENIO ESPEJO ,IÑAQUITO
PARQUE CUSCUNGO,-0.231266,-78.484833, MANUELA SAENZ,PUENGASI
IGLESIA SANTO CURA DE ARS,-0.093979,-78.500122, LA DELICIA ,EL CONDADO
CASA BARRIAL CONCEPCION SUR,-0.24254,-78.537587,ELOY ALFARO,CHILIBULO
EL TROJE,-0.3301372,-78.5260179,QUITUMBE,TURUBAMBA
PARQUE LA ALAMEDA,-0.2141322,-78.5009355, MANUELA SAENZ,ITCHIMBIA
LIGA PANAMERICADA SUR EL BLANQUEADO,-0.3103543,-78.5397583,QUITUMBE,QUITUMBE
PARQUE JULIO MATOVELLE,-0.21282,-78.5079671, MANUELA SAENZ,SAN JUAN
PARQUE SIDERAL CARAPUNGO,-0.0881737,-78.4493219,CALDERON,CALDERON
12 DE OCTUBRE,-0.207697,-78.489497,LA MARISCAL,MARISCAL SUCRE
CANCHA LIGA SAN SALVADOR,-0.206485,-78.525417, MANUELA SAENZ,SAN JUAN
LA CRUZ DE SANTA ANA,-0.135676,-78.420851,CALDERON,LLANO CHICO
PARQUE CENTRAL DE AMAGUAÑA,-0.3752977,-78.5056998, LOS CHILLOS,AMAGUAÑA
ESCUELA PUEMBO,-0.1749544,-78.3582047, TUMBACO,PUEMBO
ESCUELA POLITECNICA NACIONAL,-0.209244,-78.48804,LA MARISCAL,MARISCAL SUCRE
ECOVIA ESTADIO CHIMBACALLE,-0.2452511,-78.5140528,ELOY ALFARO,CHIMBACALLE
PARQUE SAN VICENTE LAS CASAS,-0.1802196,-78.5122352,LA MARISCAL,BELISARIO QUEVEDO
COMITE PROMEJORAS BARRIO ESPEJO,-0.3022594,-78.5721645,QUITUMBE,LA ECUATORIANA
PARQUE CENTRAL OBRERO INDEPENDIENTE,-0.2476,-78.4859, MANUELA SAENZ,PUENGASI
PARQUE SAN ANTONIO DE PICHINCHA,-0.014851,-78.4480282, LA DELICIA ,SAN ANTONIO
PARQUE EMBAJADA DE ALEMANIA,-0.0899,-78.4503,CALDERON,CALDERON
CDI MI PROVIDENCIA,-0.3443,-78.4944, LOS CHILLOS,AMAGUAÑA
PARQUE NUEVA AURORA,-0.3190667,-78.553069,QUITUMBE,GUAMANI
PARQUE VALLE DE MARIANITAS,-0.0768458,-78.4260226,CALDERON,CALDERON
PARQUE SAN ANTONIO,-0.014277,-78.435347, LA DELICIA ,SAN ANTONIO
LIGA BARRIAL PAMPA ECUATORIANA,-0.3369855,-78.5792245,QUITUMBE,GUAMANI
PARQUE NUEVA AURORA,-0.319131,-78.5525,QUITUMBE,GUAMANI
LIGA DEORTIVA BARRIAL LIBERTAD DE CHILLOGALLO,-0.2861925,-78.5805415,QUITUMBE,CHILLOGALLO
PARQUE LINEAL BICENTENARIO,-0.0622231,-78.4535101,CALDERON,CALDERON
PARQUE MEXICO,-0.1820572,-78.473378, EUGENIO ESPEJO ,IÑAQUITO
PLAZA VERDEPAMBA,-0.378148,-78.373738, LOS CHILLOS,PINTAG
GUAMANI,-0.342077,-78.549182,QUITUMBE,GUAMANI
SANTA ANITA,-0.095809,-78.402978,CALDERON,CALDERON
IGLESIA RUMICUCHO,0.0141475,-78.4389613, LA DELICIA ,SAN ANTONIO
LIGA DEPORTIVA BARRIAL OBRERO INDEPENDIENTE,-0.2470378799,-78.4864877679, MANUELA SAENZ,PUENGASI
NUEVA AURORA,-0.314606,-78.54342,QUITUMBE,TURUBAMBA
VISTA HERMOSA,-0.145759,-78.463623, EUGENIO ESPEJO ,SAN ISIDRO DEL INCA
IGLESIA CORAZON DE JESUS,-0.0841015,-78.4746611, LA DELICIA ,CARCELEN
LIGA BARRIAL COMITE DEL PUEBLO,-0.116312094,-78.4631347656, LA DELICIA ,COMITE DEL PUEBLO
CASA COMUNAL COCOTOG,-0.138944,-78.425929, EUGENIO ESPEJO ,ZAMBIZA
PARQUE LINEAL BICENTENARIO5,-0.0567623,-78.4513711, LA DELICIA ,POMASQUI
CANCHAS TOLA GRANDE,-0.210885,-78.377039, TUMBACO,TUMBACO
ESTADIO ATAHUALPA CALDERON,-0.121721,-78.414839,CALDERON,CALDERON
ESTADIO SAN JOSE COCOTOG,-0.1388275,-78.4226562, EUGENIO ESPEJO ,ZAMBIZA
ESTADIO CHECHA,-0.12501,-78.311, TUMBACO,CHECA
CANCHAS BARRIONUEVO,-0.255053,-78.533647,ELOY ALFARO,SAN BARTOLO
PARQUE SAN GREGORIO PUSUQUI,-0.0697274,-78.4795806, LA DELICIA ,POMASQUI
LIGA BARRIAL PISULI,-0.0891738,-78.5205615, LA DELICIA ,EL CONDADO
MERCADO LAS CUADRAS,-0.2810405,-78.5534091,QUITUMBE,QUITUMBE
PARQUE SIDERAL CARAPUNGO,-0.0884965,-78.4488151,CALDERON,CALDERON
PARQUE TOCTIUCO,-0.212845,-78.522257, MANUELA SAENZ,SAN JUAN
ESCUELA ABDON CALDERON,-0.3048083,-78.5585467,QUITUMBE,QUITUMBE
ESTADIO DE LIGA SAN JUAN,-0.2124607,-78.512815, MANUELA SAENZ,SAN JUAN
ESTADIO DE PUENGASI,-0.2494,-78.5013, MANUELA SAENZ,PUENGASI
CANCHAS DEPORTIVAS LA VENECIA,-0.3380105,-78.5412171,QUITUMBE,TURUBAMBA
PARQUE CENTRAL DE CALACALI,-0.0002093,-78.514491,CHOCO ANDINO,CALACALI
CAPILLA VIRGEN DEL CISNE,-0.240045,-78.481598, MANUELA SAENZ,PUENGASI
PARQUE CARAPUNGO,-0.0900879,-78.448481,CALDERON,CALDERON
PARQUE ESPAÑA,-0.2596853,-78.5287279,ELOY ALFARO,SAN BARTOLO
PARQUE MARTHA BUCARAM,-0.2969715,-78.5608139,QUITUMBE,LA ECUATORIANA
LIGA BARRIAL SANTOS PAMBA,-0.3322148,-78.5728087,QUITUMBE,GUAMANI
RUMILOMA,-0.1819141,-78.5161443,LA MARISCAL,BELISARIO QUEVEDO
ESTADIO LIGA LA BALVINA,-0.3583517,-78.480785, LOS CHILLOS,AMAGUAÑA
PARQUE UNION NACIONAL,-0.1578345,-78.4954233, EUGENIO ESPEJO ,RUMIPAMBA
LIGA BARRIAL QUITUS COLONIAL,-0.3081067,-78.532975,QUITUMBE,QUITUMBE
CASA SOMOS COTOCOLLAO,-0.1106306,-78.4995408, LA DELICIA ,COTOCOLLAO
ESTADIO SIXTO DURAN BALLEN,-0.2577263,-78.518865,ELOY ALFARO,LA FERROVIARIA
CANCHA DE FUTBOL CORDOBES,-0.325607,-78.475538, LOS CHILLOS,CONOCOTO
PARQUE CARAPUNGO,-0.1072018,-78.4541933,CALDERON,CALDERON
COLEGIO NACIONAL ALANGASI,-0.306535,-78.416525, LOS CHILLOS,ALANGASI
COLEGIO PINTAG,-0.3735561,-78.3732793, LOS CHILLOS,PINTAG
LIGA BARRIAL LA LIBERTAD,-0.2308683,-78.5274617, MANUELA SAENZ,LA LIBERTAD
PARQUE GABRIEL GARCIA MORENO,-0.2158401,-78.506709, MANUELA SAENZ,CENTRO HISTORICO
CANCHAS DE FUTBOL SAN ANTONIO,0.0033983,-78.4536655, LA DELICIA ,SAN ANTONIO
ALANGASI,-0.3033832,-78.4143592, LOS CHILLOS,ALANGASI
ESTADIO DE CAUPICHO,-0.3311822,-78.5381951,QUITUMBE,TURUBAMBA
PARQUE SOLANDA 2,-0.2646827,-78.5388747,ELOY ALFARO,SOLANDA
PLAZA REPUBLICA,-0.213028,-78.503382, MANUELA SAENZ,SAN JUAN
CANCHA DE FUTBOL SAN PEDRO Y SAN PABLO,-0.219275,-78.484781, MANUELA SAENZ,ITCHIMBIA
PARQUE CENTRO DE SALUD RUMIHURCO,-0.094545,-78.49924, LA DELICIA ,EL CONDADO
ECOVIA SANMARTIN,-0.1919821,-78.4810874, EUGENIO ESPEJO ,IÑAQUITO
LIGA BARRIAL SAN ROQUE,-0.2176784,-78.5223096, MANUELA SAENZ,LA LIBERTAD
TROLE SANTO DOMINGO,-0.2241213,-78.5128591, MANUELA SAENZ,CENTRO HISTORICO
ESTADIO SAN JOSE COCOTOG,-0.1401324,-78.4232864, EUGENIO ESPEJO ,ZAMBIZA
PARQUE DE CONOCOTO,-0.2919108,-78.47729, LOS CHILLOS,CONOCOTO
TROLE CUERO Y CAICEDO,-0.1919942,-78.493343, EUGENIO ESPEJO ,IÑAQUITO
ESCUELA ABDON CALDERON,-0.3036864,-78.5585462,QUITUMBE,QUITUMBE
ECOVIA PUJILI,-0.2595034,-78.522486,ELOY ALFARO,LA FERROVIARIA
JARDIN DEL VALLE,-0.229112,-78.481459, MANUELA SAENZ,PUENGASI
TROLE QUITO SUR,-0.284065,-78.544445,QUITUMBE,QUITUMBE
SAN JOSE DE GUAMANI,-0.3304834,-78.5477578,QUITUMBE,TURUBAMBA
PARQUE LINEAL BICENTENARIO2,-0.0660227,-78.4532827,CALDERON,CALDERON
PARQUE DE LA GATAZO,-0.2641267,-78.5462933,ELOY ALFARO,SAN BARTOLO
PLAZA EL CONSUELO,-0.217222,-78.498593, MANUELA SAENZ,ITCHIMBIA
CANCHA IGUALDAD SOCIAL,-0.3333259,-78.5706605,QUITUMBE,GUAMANI
PARQUE INFANTIL CESAR ARCOS,-0.271888,-78.555682,ELOY ALFARO,LA MENA
PARQUE LA COCHA,-0.3202416,-78.5271199,QUITUMBE,TURUBAMBA
PARQUE LIGA BARRIAL LA CAMPIÑA,-0.1276553,-78.517616, EUGENIO ESPEJO ,COCHAPAMBA
CANCHAS SANTA ROSA,-0.2782932,-78.5632277,QUITUMBE,CHILLOGALLO
PARQUE EUGENIO ESPEJO TOCTIUCO,-0.2132244,-78.520735, MANUELA SAENZ,SAN JUAN
CASA COMUNAL SAN ALFONSO,-0.3216332,-78.5742249,QUITUMBE,LA ECUATORIANA
TROLE MONTUFAR,-0.2212989926,-78.508682251, MANUELA SAENZ,CENTRO HISTORICO
IGLESIA VIRGEN DEL CISNE,-0.266453,-78.558527,ELOY ALFARO,LA MENA
TROLE EL RECREO 2,-0.2519274,-78.5215199,ELOY ALFARO,CHIMBACALLE
BOULEVARD GARCIA MORENO COCOTOG,-0.1388865,-78.4354601,CALDERON,LLANO CHICO
ESTADIO ATAHUALPA LLANO GRANDE,-0.1219435,-78.4139374,CALDERON,CALDERON
CANCHA LA ARCADIA,-0.3077675,-78.5500346,QUITUMBE,QUITUMBE
PARQUE SAN FERNANDO,-0.3335582,-78.5596736,QUITUMBE,GUAMANI
CANCHA TOCTIUCO,-0.2065624,-78.5244689, MANUELA SAENZ,SAN JUAN
PLAZA DE SAN BLAS,-0.217585,-78.505497, MANUELA SAENZ,CENTRO HISTORICO
PARQUE SOLANDA,-0.267763,-78.535166,ELOY ALFARO,SOLANDA
TROLE EJIDO,-0.2080782,-78.4999778, MANUELA SAENZ,ITCHIMBIA
PARQUE METROPOLITANO EQUINOCCIAL,-0.0416324,-78.4461145, LA DELICIA ,POMASQUI
AMAGUAÑA,-0.38101,-78.506209, LOS CHILLOS,AMAGUAÑA
PARQUE LOS GALLOS,-0.243066,-78.51639,ELOY ALFARO,CHIMBACALLE
ECOVIA 24 DE MAYO,-0.174521,-78.4773305, EUGENIO ESPEJO ,IÑAQUITO
LIGA BARRIAL GONZALES SUAREZ,-0.2543867,-78.5399435,ELOY ALFARO,SAN BARTOLO
CASA METRO JUVENTUDES,-0.272313,-78.536183,ELOY ALFARO,SOLANDA
COMPLEJO DEPORTIVO ANGEL SOTOMAYO NAYON,-0.1750084,-78.4249776, EUGENIO ESPEJO ,NAYON
TROLE RECREO,-0.2526509,-78.5216691,ELOY ALFARO,CHIMBACALLE
PARQUE SANTA ROSA 2,-0.27416,-78.5641183,QUITUMBE,CHILLOGALLO
ECOVIA PLAYON MARIN 1,-0.2277512,-78.5067637, MANUELA SAENZ,ITCHIMBIA
PARQUE ANDRA BENITEZ,-0.2217739,-78.48986, MANUELA SAENZ,PUENGASI
CENTRO DE SALUD CHECA,-0.12726,-78.3125, TUMBACO,CHECA
PARQUE CONSEJO PROVINCIAL,-0.0821089,-78.5031183, LA DELICIA ,EL CONDADO
PARQUE CALDERON,-0.1036022,-78.4236549,CALDERON,CALDERON
ESTADIO SAN JOSE DE MONJAS,-0.2332271,-78.4910602, MANUELA SAENZ,PUENGASI
PARQUE LA ALAMEDA 1,-0.213564,-78.5025653, MANUELA SAENZ,ITCHIMBIA
LIGA DEPORTIVA BARRIAL ECUADOR,-0.0754085,-78.4452649,CALDERON,CALDERON
LIGA DEPORTIVA ARGELIA ALTA,-0.284453,-78.519289,ELOY ALFARO,LA ARGELIA
ECOVIA EPLICACHIMA,-0.2636089,-78.5243902,ELOY ALFARO,LA FERROVIARIA
PARQUE REMODELADO EXCOMBATIENTES DEL 41,-0.2591866,-78.5525838,ELOY ALFARO,LA MENA
CENTRO DE SALUD TARQUI,-0.2552081,-78.5527946,ELOY ALFARO,LA MENA
LOS CHILLOS,-0.377608,-78.488255, LOS CHILLOS,AMAGUAÑA
IGLESIA DE SANTA ROSA TUMBACO,-0.2080361,-78.4597414, TUMBACO,CUMBAYA
LIGA BARRIAL EL GIRON,-0.2911268,-78.5687587,QUITUMBE,CHILLOGALLO
PARQUE DE TOLAGASI,-0.211096,-78.42049, TUMBACO,TUMBACO
CAPILLA SAN JOSE DE POMASQUI,-0.058292,-78.46596, LA DELICIA ,POMASQUI
PLAZA VEINTIMILLA,-0.201995,-78.49439,LA MARISCAL,MARISCAL SUCRE
PARQUE BARRIO HOSPITAL 2,-0.305142,-78.53367,QUITUMBE,QUITUMBE
IGLESIA SAN PEDRO Y SAN PABLO LA VICENTINA,-0.2181475,-78.4853406, MANUELA SAENZ,ITCHIMBIA
UNIDAD EDUCATIVA JASON MILLER,-0.1583,-78.461, EUGENIO ESPEJO ,JIPIJAPA
PARQUE LUCHA DE LOS POBRES,-0.2950683236,-78.5289916992,QUITUMBE,QUITUMBE
IGLESIA TURUBAMBA DE MONJAS,-0.3164,-78.5594,QUITUMBE,GUAMANI
FUNDEPORTE PADRE CAROLLO,-0.2847778,-78.5519699,QUITUMBE,QUITUMBE
UNIDAD EDUCATIVA PEDRO JOSE ARTETA,-0.2912467,-78.4022133, LOS CHILLOS,LA MERCED
MERCADO DE LA MICHELENA,-0.2487409,-78.5405328,ELOY ALFARO,CHILIBULO
IGLESIA JUAN PABLO II,-0.228067,-78.483605, MANUELA SAENZ,PUENGASI
CANCHAS FERROVIARIA ALTA 1,-0.2640972,-78.5171194,ELOY ALFARO,LA FERROVIARIA
ECOVIA SAN BARTOLO,-0.2686442,-78.5277409,ELOY ALFARO,SAN BARTOLO
PARQUE EJIDO,-0.2914362,-78.5668578,QUITUMBE,CHILLOGALLO
TROLE RECOLETA NORTE,-0.230318,-78.512685, MANUELA SAENZ,CENTRO HISTORICO
LIGA SAN VICENTE DE LA FLORIDA,-0.1462141,-78.5075863, EUGENIO ESPEJO ,COCHAPAMBA
PARQUE CENTRAL EL TINGO,-0.2857319,-78.4418571, LOS CHILLOS,ALANGASI
CASA BARRIAL COCHABAMBA,-0.21887,-78.402636, TUMBACO,TUMBACO
PARQUE METROPOLITANO LAS CUADRAS,-0.2866117,-78.550005,QUITUMBE,QUITUMBE
PLAZA DE SAN DIEGO,-0.2241214,-78.5211586, MANUELA SAENZ,CENTRO HISTORICO
PARQUE CENTRAL DE PIFO,-0.225624,-78.338447, TUMBACO,PIFO
PARQUE CENTRAL CUMBAYA,-0.201819,-78.429037, TUMBACO,CUMBAYA
CASA SOMOS NUEVA AURORA,-0.319492,-78.551152,QUITUMBE,GUAMANI
YAKU MUSEO DEL AGUA,-0.216972,-78.518994, MANUELA SAENZ,SAN JUAN
COCHA ACUSTICA PISULI,-0.0885276,-78.5174017, LA DELICIA ,EL CONDADO
PARQUE ECOLOGICO SANTA ANA 1,-0.2407182,-78.52047,ELOY ALFARO,LA MAGDALENA
CANCHAS POMASQUI,-0.051608,-78.452668, LA DELICIA ,POMASQUI
PARQUE CALIFORNIA ALTA,-0.1338538,-78.4771176, EUGENIO ESPEJO ,KENNEDY
